hostname,wallet,botBalance,blockNumber,timestamp,instrId,pathAmounts,grossProfit,netProfit,txHash
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123000,1613261037820,I0015,"9660847854891231238
245106870283693215
223608930921778655
9772121160671848914",111273305780617676,2233305780617676,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123058,1613261440452,I0002,"719986436402050363
236784177832959694297
21284733735105739
829440258506691080",109453822104640717,413822104640717,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123059,1613261441465,I0015,"59423155019095783074
1753158435966579727
1469314405954428751
64265483523363996032",4842328504268212958,4733288504268212958,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123167,1613261938850,I0016,"36483025865304727714
829461603074981709
1015650010225992413
38159210715509047460",1676184850204319746,1567144850204319746,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123169,1613261945773,I0016,"36483025865304727714
829461603074981709
1015650010225992413
38159210715509047460",1676184850204319746,1567144850204319746,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123200,1613262008614,I0015,"14723325795612207720
411917735134589498
342894756656091579
14996230524074050348",272904728461842628,163864728461842628,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123452,1613263932565,I0016,"13342831800192584582
301254594880884694
360514526974129248
13560523627278373464",217691827085788882,108651827085788882,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123501,1613264344197,I0018,"25573599515819640066
1213724932330229571034
1144154123217965362257
27101696972676337789",1528097456856697723,1419057456856697723,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123502,1613264346292,I0018,"25573599515819640066
1213724932330229571034
1144154123217965362257
27101696972676337789",1528097456856697723,1419057456856697723,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123504,1613264379440,I0018,"25573599515819640066
1213724932330229571034
1144154123217965362257
27101696972676337789",1528097456856697723,1419057456856697723,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123505,1613264379743,I0018,"25573599515819640066
1213724932330229571034
1144154123217965362257
27101696972676337789",1528097456856697723,1419057456856697723,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123518,1613264530856,I0015,"70301756091087588387
1859476446035630197
1747120140483505522
76791576808300975197",6489820717213386810,6380780717213386810,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123521,1613264531796,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123522,1613264539141,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123523,1613264540203,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123524,1613264567200,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123528,1613264610906,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123529,1613264618886,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123530,1613264625450,I0018,"25574332134973231281
1213759646931967864208
1144185064967444485244
27102473367969645070",1528141232996413789,1419101232996413789,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123557,1613264820118,I0018,"25459279377561463232
1208295175474083248289
1139313295741826189019
26973968336009725311",1514688958448262079,1405648958448262079,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123580,1613264970376,I0018,"24995699949727747903,1183610092812053306113,1117275847637893588995,26452427079031053601",1456727129303305698,1347687129303305698,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123581,1613264970907,I0018,"24995699949727747903,1183610092812053306113,1117275847637893588995,26452427079031053601",1456727129303305698,1347687129303305698,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123582,1613264982129,I0018,"24995699949727747903,1183610092812053306113,1117275847637893588995,26452427079031053601",1456727129303305698,1347687129303305698,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123583,1613264990790,I0018,"24995699949727747903,1183610092812053306113,1117275847637893588995,26452427079031053601",1456727129303305698,1347687129303305698,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123584,1613264992007,I0018,"24995699949727747903,1183610092812053306113,1117275847637893588995,26452427079031053601",1456727129303305698,1347687129303305698,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123587,1613265040503,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123588,1613265044834,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123590,1613265046751,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123591,1613265048783,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123613,1613265238533,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":20,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x4165027900000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000015766be0541ef3368000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a830000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123614,1613265239920,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":1302,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x4165027900000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000015766be0541ef3368000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a840000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123615,1613265254983,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
26172283296576356811",1427609164152278627,1318569164152278627,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":20124,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x4165027900000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000015766be0541ef3368000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003f852f54ab8fb6b25e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003bfe0946d7be82c20e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287a930000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123616,1613265257728,I0018,"24744674132424078184
1171741859070478824030
1106663140401715790350
